stage,idx,level,days,delivered,final_pass,original_failure,unified_failure,run_dir
D,160,hard,5,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260907T013945282397Z_deepseek-chat_verifier-replan_validation_160
D,161,hard,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260907T014120357672Z_deepseek-chat_verifier-replan_validation_161
D,162,hard,7,True,True,verifier_context_or_format_failure,success,runs\20260907T014141357757Z_deepseek-chat_verifier-replan_validation_162
D,163,hard,7,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260907T014230057848Z_deepseek-chat_verifier-replan_validation_163
D,164,hard,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260907T014342174480Z_deepseek-chat_verifier-replan_validation_164
D,165,hard,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260907T014405929009Z_deepseek-chat_verifier-replan_validation_165
D,166,hard,7,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260907T014551374857Z_deepseek-chat_verifier-replan_validation_166
D,167,hard,7,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260907T014646511735Z_deepseek-chat_verifier-replan_validation_167
D,168,hard,7,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260907T014739244254Z_deepseek-chat_verifier-replan_validation_168
D,169,hard,7,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260907T014839397323Z_deepseek-chat_verifier-replan_validation_169
D,170,hard,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260907T014923316611Z_deepseek-chat_verifier-replan_validation_170
D,171,hard,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260907T015003129507Z_deepseek-chat_verifier-replan_validation_171
D,172,hard,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260907T015031191141Z_deepseek-chat_verifier-replan_validation_172
D,173,hard,7,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260907T015056758702Z_deepseek-chat_verifier-replan_validation_173
D,174,hard,7,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260907T015205637485Z_deepseek-chat_verifier-replan_validation_174
D,175,hard,7,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260907T015357229779Z_deepseek-chat_verifier-replan_validation_175
D,176,hard,7,True,True,verifier_context_or_format_failure,success,runs\20260907T015454153644Z_deepseek-chat_verifier-replan_validation_176
D,177,hard,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260907T015527416524Z_deepseek-chat_verifier-replan_validation_177
D,178,hard,7,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260907T015554752628Z_deepseek-chat_verifier-replan_validation_178
D,179,hard,7,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260907T015718530779Z_deepseek-chat_verifier-replan_validation_179
D,180,hard,7,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260907T015818340179Z_deepseek-chat_verifier-replan_validation_180
